,Unnamed: 0,id,original_title,release_date,runtime,genres,budget,revenue,vote_average,vote_count,popularity,overview,year,month,day,fixed_budget,fixed_revenue,fixed_gross
2175,77,4958,The Legend of Bagger Vance,2000-11-02,126,"Drama,Fantasy",80000000,39459427,6.5,747,11.084,"World War I has left golfer Rannulph Junuh a poker-playing alcoholic, his perfect swing gone. Now, however, he needs to get it back to play in a tournament to save the financially ravaged golf course of a long-ago sweetheart. Help arrives in the form of mysterious caddy Bagger Vance.",2000,11,2,129699617.03459066,63973407.12880485,-65726209.905785814
2176,78,12212,Urban Legends: Final Cut,2000-09-22,97,"Horror,Mystery,Thriller",14000000,38574362,4.8,379,16.113,"The making of a horror movie takes on a terrifying reality for students at the most prestigious film school in the country. At Alpine University, someone is determined to win the best film award at any cost - even if it means eliminating the competition. No one is safe and everyone is a suspect.",2000,9,22,22697432.98105337,62538499.73442086,39841066.75336748
2177,79,23618,The Original Kings of Comedy,2000-08-18,115,"Comedy,Documentary",13000000,38251106,6.3,45,4.119,"The Original Kings of Comedy achieves the seemingly impossible task of capturing the rollicking and sly comedy routines of stand-up and sitcom vets Steve Harvey, D.L. Hughley, Cedric the Entertainer, and Bernie Mac and the magic of experiencing a live concert show. Director Spike Lee and his crew plant a multitude of cameras in a packed stadium and onstage (as well as backstage, as they follow the comedians) to catch the vivid immediacy of the show, which is as much about the audience as it is about the jokes.",2000,8,18,21076187.76812098,62014422.49186919,40938234.72374821
2178,80,10862,Bounce,2000-11-15,106,"Drama,Romance",35000000,36779296,5.7,337,7.514,A man switches plane tickets with another man who dies in that plane in a crash. The man falls in love with the deceased one's wife.,2000,11,15,56743582.45263343,59628257.57502316,2884675.1223897263
2179,82,7450,Titan A.E.,2000-06-16,94,"Animation,Action,Fiction,Family,Adventure",75000000,36754634,6.6,885,17.843,"A young man finds out that he holds the key to restoring hope and ensuring survival for the human race, while an alien species called the Drej are bent on mankind's destruction.",2000,6,16,121593390.9699288,59588274.425581835,-62005116.544346966
2180,83,2621,Return to Me,2000-04-07,115,"Romance,Comedy",24000000,36609995,6.7,331,8.471,"It took a lot of cajoling to get Bob, a recently widowed architect, to go on a blind date at a quirky Irish-Italian eatery. Once there, he's smitten instantly not with his date but with the sharp-witted waitress. Everything seems to be going great until an unbelievable truth is revealed, one that could easily break both of their hearts for good.",2000,4,7,38909885.110377215,59353779.1392285,20443894.028851286
2181,84,17908,My Dog Skip,2000-01-12,95,"Comedy,Drama,Family",6000000,35547761,6.8,241,7.389,"A shy boy is unable to make friends in Yazoo City, Mississippi in 1942, until his parents give him a terrier puppy for his ninth birthday. The dog, which he names Skip, becomes well known and loved throughout the community and enriches the life of the boy, Willie, as he grows into manhood. Based on the best-selling Mississippi memoir by the late Willie Morris.",2000,1,12,9727471.277594304,57631637.351714484,47904166.07412018
2182,85,17711,The Adventures of Rocky & Bullwinkle,2000-06-30,88,"Family,Adventure,Animation,Comedy,Fantasy",76000000,35134820,4.1,309,8.354,"Rocky and Bullwinkle have been living off the finances made from the reruns of their cartoon show. Boris and Natasha somehow manage to crossover into reality and team up with Fearless Leader, an evil criminal turned media mogul with some evil plans up his sleeve. Rocky and Bullwinkle must stop the three of them before they wreak havoc.",2000,6,30,123214636.18286115,56962158.73224097,-66252477.45062018
2183,86,11973,Thirteen Days,2000-12-24,145,"Drama,History,Thriller,War",80000000,34566746,7.0,582,9.277,The story of the Cuban Missile Crisis in 1962—the nuclear standoff with the USSR sparked by the discovery by the Americans of missile bases established on the Soviet-allied island of Cuba.,2000,12,24,129699617.03459066,56041171.47914964,-73658445.55544102
2184,87,1359,American Psycho,2000-04-13,102,"Thriller,Drama,Crime",7000000,34266564,7.4,8385,65.402,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.",2000,4,13,11348716.490526685,55554502.84864116,44205786.35811447
2185,88,10564,Where the Heart Is,2000-04-27,120,"Comedy,Drama,Romance",15000000,33771174,7.1,582,14.737,"Novalee Nation is a 17-year-old Tennessee transient who has to grow up in a hurry when she's left pregnant and abandoned by her boyfriend on a roadside, and takes refuge in the friendly aisles of Wal-Mart. Eventually, some eccentric but kindly strangers 'adopt' Novalee and her infant daughter, helping them buck the odds and build a new life.",2000,4,27,24318678.19398575,54751354.18260657,30432675.98862082
2186,89,8870,Red Planet,2000-11-10,106,"Thriller,Action,Fiction",80000000,33463969,5.7,850,11.507,"Astronauts search for solutions to save a dying Earth by searching on Mars, only to have the mission go terribly awry.",2000,11,10,129699617.03459066,54253299.54696766,-75446317.487623
2187,90,2155,Reindeer Games,2000-02-25,124,"Thriller,Action,Crime,Drama",42000000,32168970,5.6,521,9.527,"After assuming his dead cellmate's identity to get with his girlfriend, an ex-con finds himself the reluctant participant in a casino heist.",2000,2,25,68092298.9431601,52153788.617465444,-15938510.325694658
2188,91,10383,Lost Souls,2000-10-13,97,"Horror,Thriller",50000000,31355910,5.1,139,11.09,"A young woman who becomes aware of a conspiracy to enable the Devil to walk the earth in human form. To defeat the prophesy, she must convince a respected New York crime journalist, who is devoid of faith, that he is in fact the target of the conspiracy.",2000,10,13,81062260.64661919,50835618.984638646,-30226641.66198054
2189,92,3176,バトル・ロワイアル,2000-12-16,123,"Drama,Thriller,Action",4500000,30600000,7.3,2770,19.308,"In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""Battle Royale"" act.",2000,12,16,7295603.458195725,49610103.51573095,42314500.05753522
2190,93,11398,The Art of War,2000-08-25,117,"Crime,Action,Adventure",40000000,30199105,5.7,401,9.548,"When ruthless terrorists threaten to bring down the United Nations, they frame the one man they believe can stop them: an international security expert named Shaw. Now he must run from his own allies and become a solitary force for good, as he tries to stop what could become World War III.",2000,8,25,64849808.51729533,48960154.41609241,-15889654.10120292
2191,94,5491,Battlefield Earth,2000-05-12,118,"Action,Adventure,Fiction,War",73000000,29000000,3.2,678,10.563,"In the year 3000, man is no match for the Psychlos, a greedy, manipulative race of aliens on a quest for ultimate profit. Led by the powerful Terl, the Psychlos are stripping Earth clean of its natural resources, using the broken remnants of humanity as slaves. What is left of the human race has descended into a near primitive state. After being captured, it is up to Tyler to save mankind.",2000,5,12,118350900.544064,47016111.17503911,-71334789.36902489
2192,95,14181,Boiler Room,2000-02-18,118,"Crime,Drama,Thriller",7000000,28780255,6.7,536,11.584,A college dropout gets a job as a broker for a suburban investment firm and is on the fast track to success—but the job might not be as legitimate as it sounds.,2000,2,18,11348716.490526685,46659850.64572331,35311134.15519663
2193,96,24100,The Little Vampire,2000-10-27,95,"Family,Adventure,Comedy,Fantasy",35000000,27965865,6.8,342,26.838,"Based on the popular books, the story tells of Tony who wants a friend to add some adventure to his life. What he gets is Rudolph, a vampire kid with a good appetite. The two end up inseparable, but their fun is cut short when all the hopes of the vampire race could be gone forever in single night. With Tony's access to the daytime world, he helps them to find what they've always wanted.",2000,10,27,56743582.45263343,45339524.7567633,-11404057.695870131
2194,97,14736,Love & Basketball,2000-04-21,124,"Action,Comedy,Drama,Romance",20000000,27728118,7.5,361,11.791,"Quincy McCall and Monica Wright grew up in the same neighborhood and have known each other since childhood. As they grow into adulthood, they fall in love, but they also share another all-consuming passion: basketball. As Quincy and Monica struggle to make their relationship work, they follow separate career paths though high school and college basketball and, they hope, into stardom in big-league professional ball.",2000,4,21,32424904.258647665,44954078.57112425,12529174.312476583
2195,98,10560,Center Stage,2000-05-12,115,"Drama,Music",29000000,26385941,6.9,287,10.817,A group of 12 teenagers from various backgrounds enroll at the American Ballet Academy in New York to make it as ballet dancers and each one deals with the problems and stress of training and getting ahead in the world of dance.,2000,5,12,47016111.17503911,42778080.53496631,-4238030.6400728
2196,99,2360,Saving Grace,2000-01-24,93,"Crime,Comedy",10000000,26330482,6.5,352,9.08,"Unexpectedly widowed, prim and proper housewife Grace Trevethyn finds herself in dire financial straits when she inherits massive debts her late husband had been accruing for years. Faced with losing her house, she decides to use her talent for horticulture and hatches a plan to grow potent marijuana which can be sold at an astronomical price, thus solving her financial crisis.",2000,1,24,16212452.129323833,42688167.89670229,26475715.767378457
2197,100,1831,The Next Best Thing,2000-03-03,108,"Comedy,Drama,Romance",25000000,24362772,5.2,162,7.113,"A comedy-drama about best friends - one a straight woman, Abbie, the other a gay man, Robert - who decide to have a child together. Five years later, Abbie falls in love with a straight man and wants to move away with her and Robert's little boy Sam, and a nasty custody battle ensues.",2000,3,3,40531130.32330959,39498027.478763126,-1033102.8445464671
2198,101,10763,Dr. T & the Women,2000-09-13,121,"Comedy,Drama,Romance",23000000,22844291,4.9,268,8.142,"A successful Texas gynecologist finds himself amid a bevy of women and their problems – his wife’s breakdown, his daughter's fake marriage, his other daughter’s conspiracy theories, and his secretary’s crush. Craving time for himself, he finds solace in a kind outsider.",2000,9,13,37288639.897444814,37036197.42658435,-252442.47086046636
2199,102,6521,The Contender,2000-10-13,126,"Drama,Thriller",20000000,22428990,6.7,186,9.77,"The vice president is dead, and as the president makes his choice for a replacement, a secret contest of wills is being waged by a formidable rival. When Senator Laine Hanson is nominated as the first woman in history to hold the office, hidden agendas explode into a battle for power.",2000,10,13,32424904.258647665,36362892.668408304,3937988.409760639
